sentence_index,entity_raw,entity_normalised,category,sentence_text,session
345,the Post Office,Post Office,Organisation,Did you tell Second Sight that they were being unfair on the Post Office by not taking account of the evidence that the Post Office was giving to them?,Day143
350,Second Sight,Second Sight,Organisation,"Did you tell Second Sight about the Post Office's concerns about its approach, or alleged approach, of keeping the JFSA happy?",Day143
350,the Post Office's,Post Office,Organisation,"Did you tell Second Sight about the Post Office's concerns about its approach, or alleged approach, of keeping the JFSA happy?",Day143
353,Post Office,Post Office,Organisation,"I would hope that the Post Office team— sorry, first of all, I don't think the Post Office team would have said you're trying to keep the subpostmasters happy.",Day143
356,Second Sight,Second Sight,Organisation,"But I think the team would undoubtedly have said to Second Sight, there is more information here to be taken account of.",Day143
361,Simon Baker,Simon Baker,Individual,An email between Simon Baker and Second Sight with Alwen Lyons copied in.,Day143
361,Second Sight,Second Sight,Organisation,An email between Simon Baker and Second Sight with Alwen Lyons copied in.,Day143
361,Alwen Lyons,Alwen Lyons,Individual,An email between Simon Baker and Second Sight with Alwen Lyons copied in.,Day143
363,Post Office,Post Office,Organisation,I think this is the meeting that we've just seen Post Office was going to try and get cancelled.,Day143
364,Ron,Ron,Individual,"Ron, just to ensure that we're on the same page, Paula would like to say we've agreed the following with Second Sight.",Day143
364,Paula,Vennells,Individual,"Ron, just to ensure that we're on the same page, Paula would like to say we've agreed the following with Second Sight.",Day143
367,Horizon,Horizon,Technical System,"By using the 2 to 3 cases, you'll answer the question: have systemic defects in the Horizon system resulted in the wrongful conviction or suspension of subpostmasters?",Day143
371,the Post Office,Post Office,Organisation,"that the— by late May, the Post Office was proposing that by looking at 2 to 3 cases, Second Sight could answer the very big question: have systemic defects in Horizon resulted in the wrongful conviction or suspension of subpostmasters?",Day143
371,Second Sight,Second Sight,Organisation,"that the— by late May, the Post Office was proposing that by looking at 2 to 3 cases, Second Sight could answer the very big question: have systemic defects in Horizon resulted in the wrongful conviction or suspension of subpostmasters?",Day143
371,Horizon,Horizon,Technical System,"that the— by late May, the Post Office was proposing that by looking at 2 to 3 cases, Second Sight could answer the very big question: have systemic defects in Horizon resulted in the wrongful conviction or suspension of subpostmasters?",Day143
374,Horizon,Horizon,Technical System,"Yes, when the Second Sight interim report was published, One of its initial conclusions was that so far no systemic issues had been found with the Horizon system.",Day143
380,Sight,Second Sight,Organisation,Second Sight had been working on this for 10 months now.,Day143
382,Horizon,Horizon,Technical System,Why was the proposal to limit the report to determining whether systemic defects in Horizon had resulted in wrongful convictions on the basis of 2 or 3 cases?,Day143
385,the Post Office,Post Office,Organisation,"I believe from other documentation I've seen that the recommendation was to choose 2 of the 3— I don't think this was a word, but hardest cases, so not cases that would have presented the Post Office in the best light, but cases which could have been used to challenge the Horizon system and then do that work through.",Day143
385,Horizon,Horizon,Technical System,"I believe from other documentation I've seen that the recommendation was to choose 2 of the 3— I don't think this was a word, but hardest cases, so not cases that would have presented the Post Office in the best light, but cases which could have been used to challenge the Horizon system and then do that work through.",Day143
387,Horizon,Horizon,Technical System,"How could 2 or 3 cases possibly answer the question, have systemic defects in Horizon generally resulted in the wrongful conviction.",Day143
393,Paula,Vennells,Individual,Paula would like to say the following.,Day143
400,Ms Venals,Ms Venals,Organisation,"That's exactly what happened, Ms Venals, that the Second Sight report addressed a very small number of cases, it contained the sentence about no systemic defects, and then forever after the Post Office paraded that conclusion.",Day143
400,the Post Office,Post Office,Organisation,"That's exactly what happened, Ms Venals, that the Second Sight report addressed a very small number of cases, it contained the sentence about no systemic defects, and then forever after the Post Office paraded that conclusion.",Day143
402,the Post Office,Post Office,Organisation,"There is no way the Post Office— first of all, there is no way that I would have wanted to persuade Second Sight on something that they were not prepared to say, and I don't believe Second Sight would ever have agreed to that.",Day143
402,Second Sight,Second Sight,Organisation,"There is no way the Post Office— first of all, there is no way that I would have wanted to persuade Second Sight on something that they were not prepared to say, and I don't believe Second Sight would ever have agreed to that.",Day143
404,the Post Office,Post Office,Organisation,Isn't that what the Post Office wanted to drive them to?,Day143
406,Post Office,Post Office,Organisation,The Post Office most certainly wanted the reassurance that the Horizon system could be relied upon.,Day143
406,Horizon,Horizon,Technical System,The Post Office most certainly wanted the reassurance that the Horizon system could be relied upon.,Day143
408,the Post Office,Post Office,Organisation,At no stage did I get the sense that anybody in the Post Office was going to be able to influence Second Sight.,Day143
411,Second Sight,Second Sight,Organisation,"Did you receive, or the board receive, any advice as to the appropriate scope of an investigation by Second Sight, as to the nature and extent of any investigation that would be required in order to determine whether there were systemic The only information I and the Board had was contained in the terms of reference of the work the second type were doing, which is what we looked at earlier.",Day143
411,Board,Board,Organisation,"Did you receive, or the board receive, any advice as to the appropriate scope of an investigation by Second Sight, as to the nature and extent of any investigation that would be required in order to determine whether there were systemic The only information I and the Board had was contained in the terms of reference of the work the second type were doing, which is what we looked at earlier.",Day143
